"","X","internettbruk","kjonn","alder","utdanning","tillit"
"917",917,1,1,45,10,4
"918",918,5,1,43,20,4
"919",919,5,2,19,12,0
"920",920,1,2,71,8,4
"921",921,5,1,58,10,6
"922",922,1,2,70,5,NA
"923",923,5,2,27,13,6
"924",924,4,1,40,12,4
"925",925,4,1,67,15,0
"926",926,1,2,90,4,6
"927",927,5,2,47,11,6
"928",928,5,1,26,13,6
"929",929,5,1,50,8,5
"930",930,1,2,55,8,0
"931",931,3,1,40,8,NA
"932",932,5,2,57,15,3
"933",933,5,2,40,16,6
"934",934,5,1,20,7,2
"935",935,5,2,24,16,6
"936",936,5,1,35,16,7
"937",937,5,1,48,13,5
"938",938,5,2,40,13,5
"939",939,5,1,47,11,4
"940",940,1,2,77,8,0
"941",941,5,2,36,16,4
"942",942,5,1,51,18,0
"943",943,1,1,73,5,0
"944",944,1,1,76,5,4
"945",945,5,2,19,13,6
"946",946,5,2,67,9,NA
"947",947,5,1,38,17,4
"948",948,5,2,58,10,0
"949",949,2,1,35,13,2
"950",950,1,1,73,7,0
"951",951,5,2,19,NA,0
"952",952,3,1,73,13,5
"953",953,1,2,55,8,6
"954",954,1,1,77,4,4
"955",955,4,2,58,12,3
"956",956,1,1,74,5,4
"957",957,3,1,69,8,6
"958",958,1,2,73,1,6
"959",959,1,1,86,5,3
"960",960,5,1,66,13,5
"961",961,5,2,28,11,4
"962",962,4,1,35,12,4
"963",963,3,1,38,13,5
"964",964,4,1,62,16,5
"965",965,5,1,58,9,5
"966",966,1,2,63,14,2
"967",967,5,1,36,16,3
"968",968,4,1,59,18,4
"969",969,5,2,33,16,5
"970",970,5,2,53,13,4
"971",971,5,2,55,13,5
"972",972,1,2,56,8,5
"973",973,5,1,24,17,5
"974",974,1,2,85,12,6
"975",975,5,2,49,13,4
"976",976,5,2,26,19,6
"977",977,5,1,47,8,7
"978",978,5,2,52,17,7
"979",979,1,2,67,5,0
"980",980,5,1,26,9,7
"981",981,1,2,90,3,1
"982",982,1,1,90,2,2
"983",983,1,2,78,5,0
"984",984,5,1,16,10,7
"985",985,5,2,52,16,3
"986",986,1,2,73,8,7
"987",987,5,2,39,11,5
"988",988,5,1,59,13,8
"989",989,5,2,17,11,6
"990",990,1,2,78,5,3
"991",991,5,1,22,13,5
"992",992,1,2,66,10,0
"993",993,5,1,27,8,1
"994",994,5,2,77,18,7
"995",995,5,1,64,14,6
"996",996,2,1,65,8,6
"997",997,1,1,63,8,5
"998",998,4,2,48,10,0
"999",999,5,1,47,20,6
"1000",1000,5,1,68,14,7
"1001",1001,4,1,79,3,7
"1002",1002,2,1,51,13,6
"1003",1003,5,2,51,13,3
"1004",1004,5,2,19,15,7
"1005",1005,4,1,35,13,0
"1006",1006,4,2,17,12,NA
"1007",1007,5,1,75,8,8
"1008",1008,5,1,NA,18,3
"1009",1009,1,1,78,8,0
"1010",1010,5,1,24,13,0
"1011",1011,5,1,46,13,7
"1012",1012,1,2,90,2,0
"1013",1013,5,2,48,16,0
"1014",1014,5,1,51,14,8
"1015",1015,4,1,38,13,1
"1016",1016,2,2,71,5,6
"1017",1017,4,1,61,12,4
"1018",1018,5,1,39,14,0
"1019",1019,3,2,75,13,NA
"1020",1020,1,1,50,8,3
"1021",1021,1,2,51,11,2
"1022",1022,2,2,82,8,5
"1023",1023,4,2,69,18,0
"1024",1024,5,2,55,23,7
"1025",1025,5,1,44,8,0
"1026",1026,5,1,50,15,2
"1027",1027,1,1,55,13,3
"1028",1028,5,1,26,13,5
"1029",1029,1,2,61,12,5
"1030",1030,1,2,74,9,0
"1031",1031,4,1,37,12,5
"1032",1032,5,1,30,8,1
"1033",1033,5,2,43,10,2
"1034",1034,5,1,27,13,3
"1035",1035,4,2,19,13,6
"1036",1036,3,2,39,8,0
"1037",1037,1,1,66,8,0
"1038",1038,5,1,37,15,5
"1039",1039,4,2,38,8,8
"1040",1040,5,1,26,19,6
"1041",1041,1,2,77,13,7
"1042",1042,1,1,80,5,6
"1043",1043,1,1,75,8,7
"1044",1044,2,2,67,7,0
"1045",1045,1,1,78,5,5
"1046",1046,5,2,53,13,5
"1047",1047,5,1,54,8,6
"1048",1048,1,2,58,13,NA
"1049",1049,5,1,18,12,7
"1050",1050,3,1,34,14,5
"1051",1051,4,2,61,8,3
"1052",1052,4,2,70,12,0
"1053",1053,5,1,21,15,6
"1054",1054,5,1,24,10,5
"1055",1055,3,2,49,11,1
"1056",1056,1,1,67,8,2
"1057",1057,5,2,21,13,2
"1058",1058,1,2,54,11,1
"1059",1059,5,1,23,13,6
"1060",1060,5,2,32,13,5
"1061",1061,2,2,71,10,10
"1062",1062,2,2,65,8,5
"1063",1063,1,1,80,5,5
"1064",1064,4,1,41,8,0
"1065",1065,2,1,49,7,1
"1066",1066,5,2,73,17,6
"1067",1067,5,2,55,13,5
"1068",1068,1,2,76,2,4
"1069",1069,1,2,76,NA,0
"1070",1070,5,1,46,17,7
"1071",1071,4,1,35,NA,1
"1072",1072,5,1,61,13,6
"1073",1073,2,2,72,13,0
"1074",1074,5,1,43,13,2
"1075",1075,2,1,65,8,8
"1076",1076,2,1,36,8,5
"1077",1077,5,1,57,18,9
"1078",1078,5,1,57,13,6
"1079",1079,5,2,61,18,3
"1080",1080,5,2,33,13,5
"1081",1081,4,1,47,15,5
"1082",1082,4,1,42,13,5
"1083",1083,3,2,57,14,6
"1084",1084,1,1,NA,8,5
"1085",1085,5,1,43,14,7
"1086",1086,4,2,55,10,5
"1087",1087,4,1,77,20,4
"1088",1088,4,1,34,11,5
"1089",1089,1,2,83,5,7
"1090",1090,2,2,51,11,5
"1091",1091,5,2,17,11,3
"1092",1092,5,1,16,10,8
"1093",1093,1,2,80,5,6
"1094",1094,5,1,38,13,7
"1095",1095,3,2,47,8,0
"1096",1096,2,1,71,5,6
"1097",1097,5,1,36,20,4
"1098",1098,3,2,76,NA,2
"1099",1099,5,2,28,13,5
"1100",1100,5,1,29,13,3
"1101",1101,5,1,47,13,2
"1102",1102,5,1,51,13,7
"1103",1103,5,1,36,16,4
"1104",1104,1,2,69,9,3
"1105",1105,5,2,43,19,6
"1106",1106,5,2,82,5,5
"1107",1107,5,2,17,8,9
"1108",1108,1,1,65,9,5
"1109",1109,1,2,89,5,2
"1110",1110,5,2,54,13,10
"1111",1111,3,1,35,13,2
"1112",1112,5,1,74,12,5
"1113",1113,5,1,19,10,NA
"1114",1114,4,1,47,10,1
"1115",1115,5,2,50,8,0
"1116",1116,4,1,75,18,6
"1117",1117,5,1,73,19,3
"1118",1118,3,2,32,12,NA
"1119",1119,5,1,48,20,6
"1120",1120,3,1,65,20,7
"1121",1121,4,1,39,11,3
"1122",1122,2,1,61,13,0
"1123",1123,1,2,83,6,0
"1124",1124,5,2,39,16,3
"1125",1125,1,1,84,3,0
"1126",1126,5,1,42,13,6
"1127",1127,5,2,47,13,3
"1128",1128,1,1,88,5,6
"1129",1129,4,1,23,9,0
"1130",1130,5,2,24,NA,7
"1131",1131,1,1,66,8,4
"1132",1132,5,2,36,18,1
"1133",1133,3,2,75,5,0
"1134",1134,5,2,48,13,5
"1135",1135,1,2,63,8,8
"1136",1136,5,2,44,8,6
"1137",1137,4,2,54,8,5
"1138",1138,5,2,25,9,0
"1139",1139,1,2,56,8,0
"1140",1140,1,2,64,5,7
"1141",1141,5,2,16,10,5
"1142",1142,4,1,30,8,10
"1143",1143,5,1,29,13,3
"1144",1144,4,1,65,8,3
"1145",1145,2,2,62,9,0
"1146",1146,1,1,73,8,5
"1147",1147,4,2,51,11,0
"1148",1148,2,2,80,8,0
"1149",1149,5,1,49,16,10
"1150",1150,4,2,44,8,3
"1151",1151,1,2,63,8,2
"1152",1152,1,2,90,2,7
"1153",1153,1,1,55,8,4
"1154",1154,2,1,66,15,7
"1155",1155,5,2,59,12,5
"1156",1156,1,2,79,5,3
"1157",1157,5,1,27,11,NA
"1158",1158,1,2,74,8,3
"1159",1159,5,1,29,17,NA
"1160",1160,5,1,54,8,0
"1161",1161,1,1,69,13,0
"1162",1162,1,2,49,8,5
"1163",1163,5,1,43,20,6
"1164",1164,5,2,62,13,2
"1165",1165,3,1,40,8,NA
"1166",1166,4,2,73,8,3
"1167",1167,1,2,77,12,3
"1168",1168,5,2,43,11,0
"1169",1169,5,2,46,13,6
"1170",1170,5,2,35,13,5
"1171",1171,5,1,51,16,6
"1172",1172,3,1,43,12,7
"1173",1173,5,2,61,13,5
"1174",1174,2,2,58,8,6
"1175",1175,1,2,66,9,3
"1176",1176,2,2,59,13,5
"1177",1177,5,1,53,13,7
"1178",1178,5,1,17,11,NA
"1179",1179,1,2,89,2,NA
"1180",1180,1,1,75,NA,7
"1181",1181,5,2,17,11,5
"1182",1182,1,2,77,3,0
"1183",1183,2,2,71,8,7
"1184",1184,1,2,75,8,4
"1185",1185,5,2,59,15,5
"1186",1186,5,2,37,13,6
"1187",1187,5,1,18,15,9
"1188",1188,1,2,72,5,6
"1189",1189,4,2,48,8,7
"1190",1190,4,1,56,8,0
"1191",1191,NA,2,NA,NA,NA
"1192",1192,1,1,74,5,6
"1193",1193,2,2,65,8,6
"1194",1194,2,2,64,8,10
"1195",1195,5,2,58,8,0
"1196",1196,2,2,69,6,4
"1197",1197,1,1,80,14,6
"1198",1198,2,2,63,8,0
"1199",1199,3,1,58,11,2
"1200",1200,1,2,82,5,6
"1201",1201,5,2,25,19,6
"1202",1202,5,1,55,15,5
"1203",1203,2,1,85,12,3
"1204",1204,1,2,90,13,6
"1205",1205,5,1,33,13,8
"1206",1206,5,2,41,13,4
"1207",1207,2,2,69,8,5
"1208",1208,5,2,34,8,0
"1209",1209,5,2,30,13,6
"1210",1210,5,2,17,12,5
"1211",1211,5,1,37,18,0
"1212",1212,5,2,31,22,6
"1213",1213,5,1,28,12,3
"1214",1214,1,2,54,8,5
"1215",1215,1,2,86,5,3
"1216",1216,4,1,26,16,4
"1217",1217,5,2,41,18,5
"1218",1218,4,2,48,NA,8
"1219",1219,5,1,52,13,6
"1220",1220,2,1,83,5,6
"1221",1221,5,2,44,8,5
"1222",1222,5,1,19,12,5
"1223",1223,1,2,73,NA,3
"1224",1224,5,1,54,13,0
"1225",1225,4,2,44,14,6
"1226",1226,3,2,62,13,4
"1227",1227,1,2,50,8,0
"1228",1228,5,2,52,13,3
"1229",1229,5,1,37,13,6
"1230",1230,3,1,72,18,9
"1231",1231,5,1,46,11,6
"1232",1232,5,2,28,18,6
"1233",1233,5,1,44,13,0
"1234",1234,1,1,42,9,5
"1235",1235,4,2,41,12,8
"1236",1236,4,1,57,8,6
"1237",1237,1,1,50,10,0
"1238",1238,5,2,51,15,5
"1239",1239,5,2,35,20,7
"1240",1240,5,1,32,12,2
"1241",1241,1,2,68,5,10
"1242",1242,5,2,20,14,5
"1243",1243,5,1,32,22,1
"1244",1244,5,1,18,12,10
"1245",1245,5,2,43,16,6
"1246",1246,1,2,80,4,3
"1247",1247,5,1,62,17,8
"1248",1248,1,2,71,8,4
"1249",1249,5,1,54,30,2
"1250",1250,2,2,67,13,2
"1251",1251,4,1,39,12,6
"1252",1252,3,1,45,11,0
"1253",1253,5,1,28,6,6
"1254",1254,5,1,55,9,5
"1255",1255,3,2,49,15,0
"1256",1256,1,2,63,8,1
"1257",1257,2,1,34,8,3
"1258",1258,5,2,22,15,0
"1259",1259,5,1,60,18,0
"1260",1260,4,2,36,13,4
"1261",1261,1,2,76,3,4
"1262",1262,5,1,48,20,3
"1263",1263,5,2,31,13,2
"1264",1264,1,2,86,5,6
"1265",1265,1,1,72,NA,7
"1266",1266,3,2,37,12,4
"1267",1267,5,1,45,18,4
"1268",1268,5,2,59,14,4
"1269",1269,5,2,59,10,3
"1270",1270,5,1,50,16,8
"1271",1271,1,2,73,1,NA
"1272",1272,5,2,24,14,5
"1273",1273,5,2,32,13,5
"1274",1274,1,1,64,8,3
"1275",1275,4,2,71,18,5
"1276",1276,5,1,57,8,3
"1277",1277,1,2,61,11,0
"1278",1278,5,1,47,8,3
"1279",1279,5,1,51,5,0
"1280",1280,5,2,33,8,NA
"1281",1281,2,2,55,11,4
"1282",1282,5,1,23,10,0
"1283",1283,5,2,51,14,3
"1284",1284,5,1,17,11,2
"1285",1285,5,2,46,18,0
"1286",1286,1,2,84,5,4
"1287",1287,5,1,67,13,6
"1288",1288,1,1,79,5,NA
"1289",1289,5,1,31,10,NA
"1290",1290,5,2,27,13,0
"1291",1291,1,2,48,8,5
"1292",1292,5,1,33,13,7
"1293",1293,1,2,89,5,0
"1294",1294,5,2,25,16,6
"1295",1295,1,2,68,8,1
"1296",1296,3,2,60,13,6
"1297",1297,5,1,30,8,6
"1298",1298,4,1,58,18,0
"1299",1299,1,2,74,8,5
"1300",1300,3,1,78,7,3
"1301",1301,1,2,76,8,3
"1302",1302,5,1,40,20,7
"1303",1303,5,2,58,13,7
"1304",1304,3,1,50,8,2
"1305",1305,5,1,52,13,2
"1306",1306,1,1,79,5,3
"1307",1307,5,1,54,12,4
"1308",1308,4,1,57,14,3
"1309",1309,5,2,61,13,7
"1310",1310,5,1,22,15,6
"1311",1311,5,2,20,8,0
"1312",1312,4,2,74,5,6
"1313",1313,1,2,67,8,NA
"1314",1314,5,2,31,16,5
"1315",1315,5,2,62,8,5
"1316",1316,5,1,NA,9,4
"1317",1317,5,1,39,11,3
"1318",1318,5,1,41,14,1
"1319",1319,1,2,39,8,NA
"1320",1320,5,1,46,10,NA
"1321",1321,5,2,47,13,0
"1322",1322,4,1,36,11,5
"1323",1323,2,2,63,8,7
"1324",1324,3,1,68,15,4
"1325",1325,5,1,31,10,9
"1326",1326,5,1,29,10,0
"1327",1327,1,1,63,8,0
"1328",1328,5,2,25,13,5
"1329",1329,5,2,24,17,3
"1330",1330,5,1,21,NA,7
"1331",1331,5,2,33,8,0
"1332",1332,1,1,82,8,0
"1333",1333,1,2,57,5,1
"1334",1334,4,2,52,14,7
"1335",1335,5,2,54,23,6
"1336",1336,1,1,81,5,6
"1337",1337,5,1,39,10,6
"1338",1338,2,2,69,13,5
"1339",1339,4,2,52,8,7
"1340",1340,1,1,80,8,6
"1341",1341,5,2,NA,8,3
"1342",1342,5,1,16,10,10
"1343",1343,1,2,84,5,NA
"1344",1344,5,2,32,21,4
"1345",1345,3,2,39,13,NA
"1346",1346,5,1,55,13,6
"1347",1347,4,1,77,14,3
"1348",1348,1,1,76,11,6
"1349",1349,5,1,29,11,7
"1350",1350,2,2,75,8,4
"1351",1351,1,2,75,7,3
"1352",1352,5,2,51,13,6
"1353",1353,1,2,71,8,6
"1354",1354,1,2,90,6,6
"1355",1355,5,2,24,14,5
"1356",1356,5,1,55,10,6
"1357",1357,5,1,30,13,4
"1358",1358,1,2,73,15,1
"1359",1359,NA,1,NA,NA,5
"1360",1360,3,2,64,8,3
"1361",1361,5,1,43,10,5
"1362",1362,5,2,59,13,6
"1363",1363,4,2,52,13,2
"1364",1364,5,1,17,12,0
"1365",1365,5,1,16,10,5
"1366",1366,5,2,51,6,7
"1367",1367,5,1,42,8,7
"1368",1368,1,2,66,NA,0
"1369",1369,5,2,39,12,0
"1370",1370,5,2,21,13,3
"1371",1371,2,1,27,8,0
"1372",1372,5,1,16,8,4
"1373",1373,5,1,66,19,5
"1374",1374,5,2,16,10,2
"1375",1375,1,2,68,5,5
"1376",1376,4,2,40,22,5
"1377",1377,5,1,57,6,3
"1378",1378,5,1,50,12,7
"1379",1379,2,1,65,10,5
"1380",1380,5,2,61,14,0
"1381",1381,1,2,74,5,0
"1382",1382,1,1,75,8,0
"1383",1383,4,2,50,8,5
"1384",1384,3,2,58,8,8
"1385",1385,1,1,69,10,6
"1386",1386,5,2,52,10,NA
"1387",1387,5,2,53,13,8
"1388",1388,4,2,54,19,7
"1389",1389,5,2,44,16,5
"1390",1390,1,2,85,8,0
"1391",1391,3,2,64,8,6
"1392",1392,5,2,55,30,3
"1393",1393,2,1,NA,11,5
"1394",1394,5,2,52,13,0
"1395",1395,5,1,29,13,3
"1396",1396,2,1,69,13,0
"1397",1397,3,2,78,5,5
"1398",1398,5,1,19,10,NA
"1399",1399,1,2,90,3,0
"1400",1400,2,2,76,14,2
"1401",1401,3,1,54,NA,5
"1402",1402,5,2,27,20,5
"1403",1403,5,2,67,18,7
"1404",1404,2,1,88,5,4
"1405",1405,4,1,21,11,6
"1406",1406,5,1,43,10,8
"1407",1407,5,1,27,10,5
"1408",1408,1,2,71,5,0
"1409",1409,1,2,82,13,0
"1410",1410,1,1,63,15,5
"1411",1411,1,1,84,5,6
"1412",1412,3,2,44,NA,6
"1413",1413,1,2,90,5,4
"1414",1414,1,1,82,13,1
"1415",1415,5,1,47,8,7
"1416",1416,5,2,24,11,5
"1417",1417,4,1,78,13,5
"1418",1418,2,1,22,13,3
"1419",1419,5,1,58,8,3
"1420",1420,4,2,45,14,6
"1421",1421,1,2,71,8,4
"1422",1422,5,2,47,8,1
"1423",1423,5,1,45,15,3
"1424",1424,5,1,65,18,3
"1425",1425,5,1,19,9,4
"1426",1426,1,2,42,8,NA
"1427",1427,1,1,86,5,5
"1428",1428,4,2,58,13,6
"1429",1429,5,1,41,18,6
"1430",1430,1,2,82,10,0
"1431",1431,3,2,33,8,3
"1432",1432,1,2,74,8,6
"1433",1433,5,2,37,8,8
"1434",1434,5,1,40,13,7
"1435",1435,1,2,82,13,0
"1436",1436,2,1,53,12,0
"1437",1437,3,2,73,18,5
"1438",1438,1,1,90,NA,NA
"1439",1439,5,2,39,13,4
"1440",1440,1,2,90,NA,0
"1441",1441,1,2,77,5,5
"1442",1442,5,2,68,11,4
"1443",1443,5,1,26,13,4
"1444",1444,5,1,76,8,4
"1445",1445,5,1,30,8,2
"1446",1446,5,1,48,12,6
"1447",1447,5,1,31,11,6
"1448",1448,4,1,43,9,6
"1449",1449,5,1,16,10,1
"1450",1450,4,1,62,8,8
"1451",1451,4,1,42,9,3
"1452",1452,5,1,55,8,0
"1453",1453,1,1,72,5,4
"1454",1454,4,1,57,13,6
"1455",1455,1,2,86,5,2
"1456",1456,5,1,56,11,6
"1457",1457,4,1,NA,15,0
"1458",1458,5,2,45,11,7
"1459",1459,1,1,84,5,NA
"1460",1460,4,2,80,14,2
"1461",1461,3,2,55,14,4
"1462",1462,5,1,43,13,5
"1463",1463,5,2,43,14,5
"1464",1464,3,1,50,18,2
"1465",1465,1,1,75,5,3
"1466",1466,5,1,18,14,1
"1467",1467,5,1,46,20,6
"1468",1468,5,1,48,20,4
"1469",1469,1,1,88,13,1
"1470",1470,5,2,42,8,4
"1471",1471,5,2,24,17,3
"1472",1472,4,1,69,13,5
"1473",1473,1,1,58,8,5
"1474",1474,5,1,30,10,4
"1475",1475,4,2,43,18,4
"1476",1476,4,1,41,9,5
"1477",1477,2,2,47,8,10
"1478",1478,5,1,30,13,10
"1479",1479,5,2,52,12,8
"1480",1480,5,1,22,NA,5
"1481",1481,4,1,52,10,8
"1482",1482,5,1,53,13,2
"1483",1483,5,2,49,19,2
"1484",1484,4,1,34,8,6
"1485",1485,1,2,90,4,6
"1486",1486,1,1,80,5,10
"1487",1487,4,1,49,18,7
"1488",1488,1,2,59,8,4
"1489",1489,5,1,35,12,6
"1490",1490,1,2,81,3,0
"1491",1491,5,1,70,8,2
"1492",1492,5,2,37,13,5
"1493",1493,5,1,34,9,0
"1494",1494,5,2,52,13,4
"1495",1495,1,2,85,7,6
"1496",1496,5,1,63,8,7
"1497",1497,1,1,72,5,5
"1498",1498,5,2,49,13,6
"1499",1499,1,2,84,5,NA
"1500",1500,4,1,60,14,8
"1501",1501,5,1,64,8,8
"1502",1502,5,1,56,13,7
"1503",1503,1,2,82,6,0
"1504",1504,5,2,54,13,7
"1505",1505,5,1,26,10,1
"1506",1506,1,1,78,10,2
"1507",1507,5,1,56,13,4
"1508",1508,1,2,61,7,3
"1509",1509,5,2,34,16,5
"1510",1510,4,1,39,13,2
"1511",1511,5,2,56,8,7
"1512",1512,1,2,71,7,5
"1513",1513,5,1,NA,15,4
"1514",1514,3,1,66,8,0
"1515",1515,4,2,34,14,NA
"1516",1516,1,2,66,5,8
"1517",1517,1,2,72,5,5
"1518",1518,5,2,57,11,4
"1519",1519,4,1,50,10,7
"1520",1520,3,1,39,8,0
"1521",1521,5,1,61,13,6
"1522",1522,4,2,17,11,5
"1523",1523,5,2,39,13,5
"1524",1524,4,1,38,18,6
"1525",1525,5,1,39,20,7
"1526",1526,5,1,23,10,5
"1527",1527,5,1,72,8,3
"1528",1528,5,2,16,10,6
"1529",1529,5,2,23,16,6
"1530",1530,5,2,18,12,7
"1531",1531,5,1,59,15,5
"1532",1532,1,2,72,5,3
"1533",1533,5,2,53,8,7
"1534",1534,5,1,29,10,8
"1535",1535,2,2,67,12,9
"1536",1536,5,1,59,15,4
"1537",1537,5,2,43,13,1
"1538",1538,1,2,90,NA,3
"1539",1539,1,2,86,13,10
"1540",1540,5,1,32,13,6
"1541",1541,4,1,48,13,8
"1542",1542,1,1,67,15,0
"1543",1543,4,1,45,12,7
"1544",1544,5,2,31,19,5
"1545",1545,2,2,57,11,3
"1546",1546,5,2,46,16,6
"1547",1547,5,2,56,18,3
"1548",1548,1,2,30,8,0
"1549",1549,5,1,45,16,5
"1550",1550,5,1,29,14,6
"1551",1551,1,2,25,8,6
"1552",1552,4,2,70,8,0
"1553",1553,5,2,27,10,6
"1554",1554,4,2,43,15,0
"1555",1555,1,2,71,5,5
"1556",1556,5,1,25,18,6
"1557",1557,5,2,23,16,6
"1558",1558,3,2,49,8,1
"1559",1559,5,2,27,13,5
"1560",1560,5,2,23,16,4
"1561",1561,1,2,69,5,4
"1562",1562,3,2,69,12,5
"1563",1563,2,2,51,8,7
"1564",1564,1,1,80,5,2
"1565",1565,4,2,50,10,9
"1566",1566,1,2,55,8,0
"1567",1567,5,2,43,10,0
"1568",1568,1,2,64,10,6
"1569",1569,4,1,38,15,2
"1570",1570,1,2,54,5,5
"1571",1571,3,1,71,NA,9
"1572",1572,5,1,16,9,8
"1573",1573,5,1,19,13,5
"1574",1574,2,2,66,6,6
"1575",1575,5,1,59,20,4
"1576",1576,1,2,71,5,0
"1577",1577,1,2,90,6,3
"1578",1578,1,2,74,15,9
"1579",1579,5,1,58,8,10
"1580",1580,1,2,86,3,1
"1581",1581,5,1,82,19,4
"1582",1582,4,1,36,NA,NA
"1583",1583,4,1,23,11,0
"1584",1584,1,1,64,5,0
"1585",1585,5,2,22,13,5
"1586",1586,1,1,60,11,2
"1587",1587,5,2,41,18,5
"1588",1588,5,2,61,8,4
"1589",1589,4,2,51,12,4
"1590",1590,5,1,53,13,8
"1591",1591,4,2,39,15,5
"1592",1592,5,2,16,11,0
"1593",1593,3,2,16,10,6
"1594",1594,1,1,67,8,2
"1595",1595,5,2,67,12,3
"1596",1596,3,2,36,13,0
"1597",1597,3,2,50,13,0
"1598",1598,1,2,80,8,3
"1599",1599,5,1,32,13,4
"1600",1600,5,2,38,13,7
"1601",1601,2,2,80,8,7
"1602",1602,5,1,51,15,6
"1603",1603,4,2,32,12,6
"1604",1604,3,2,54,12,4
"1605",1605,5,2,43,21,6
"1606",1606,1,1,53,8,1
"1607",1607,1,2,56,9,5
"1608",1608,5,2,65,12,3
"1609",1609,1,2,88,5,5
"1610",1610,5,2,49,19,0
"1611",1611,5,1,18,12,6
"1612",1612,5,2,62,8,5
"1613",1613,5,2,54,17,6
"1614",1614,5,2,54,13,8
"1615",1615,5,2,22,15,5
"1616",1616,5,1,17,11,6
"1617",1617,5,1,48,19,6
"1618",1618,1,2,63,5,2
"1619",1619,1,2,66,5,7
"1620",1620,5,1,27,19,6
"1621",1621,3,2,44,10,5
"1622",1622,5,1,26,17,7
"1623",1623,1,2,81,5,1
"1624",1624,5,2,57,0,NA
"1625",1625,2,2,70,17,4
"1626",1626,4,2,57,8,4
"1627",1627,5,1,17,10,NA
"1628",1628,2,1,75,8,0
"1629",1629,3,1,60,11,5
"1630",1630,4,2,31,9,4
"1631",1631,5,1,35,NA,6
"1632",1632,1,2,79,2,3
"1633",1633,5,1,69,16,2
"1634",1634,5,2,39,13,4
"1635",1635,1,1,88,3,0
"1636",1636,1,2,70,8,4
"1637",1637,5,2,41,13,7
"1638",1638,5,2,32,13,2
"1639",1639,5,2,45,13,5
"1640",1640,5,2,33,14,4
"1641",1641,5,1,55,13,6
"1642",1642,5,2,19,12,5
"1643",1643,5,1,53,8,0
"1644",1644,5,2,35,18,3
"1645",1645,4,2,41,13,3
"1646",1646,4,1,58,9,5
"1647",1647,5,1,77,13,7
"1648",1648,5,1,71,19,7
"1649",1649,5,2,23,13,6
"1650",1650,4,1,41,8,0
"1651",1651,5,2,66,13,5
"1652",1652,2,2,55,11,7
"1653",1653,5,1,49,13,6
"1654",1654,1,2,86,6,5
"1655",1655,1,1,78,10,5
"1656",1656,5,1,21,13,0
"1657",1657,5,1,61,8,7
"1658",1658,5,2,23,15,3
"1659",1659,5,1,18,13,3
"1660",1660,5,1,85,8,3
"1661",1661,3,1,73,17,2
"1662",1662,5,2,61,13,4
"1663",1663,5,1,31,14,7
"1664",1664,5,1,21,13,7
"1665",1665,5,1,17,11,4
"1666",1666,5,2,16,11,7
"1667",1667,3,1,72,10,0
"1668",1668,5,1,56,18,5
"1669",1669,5,1,48,13,1
"1670",1670,3,1,17,12,8
"1671",1671,2,1,51,8,0
"1672",1672,5,2,53,NA,2
"1673",1673,5,2,53,11,3
"1674",1674,4,2,65,13,7
"1675",1675,4,1,64,13,8
"1676",1676,5,1,47,9,5
"1677",1677,5,2,34,11,5
"1678",1678,1,2,74,5,6
"1679",1679,4,1,72,16,6
"1680",1680,5,1,52,15,5
"1681",1681,5,1,40,10,0
"1682",1682,5,2,34,13,5
"1683",1683,5,2,44,13,5
"1684",1684,2,1,86,18,2
"1685",1685,4,1,62,18,6
"1686",1686,5,1,20,10,0
"1687",1687,5,1,63,15,4
"1688",1688,4,2,60,18,7
"1689",1689,5,1,46,13,7
"1690",1690,4,2,57,23,5
"1691",1691,2,1,36,12,5
"1692",1692,3,1,48,10,3
"1693",1693,5,2,49,20,5
"1694",1694,4,2,43,13,5
"1695",1695,2,1,81,12,7
"1696",1696,5,1,NA,13,6
"1697",1697,5,2,29,20,7
"1698",1698,5,1,30,17,5
"1699",1699,4,2,45,8,0
"1700",1700,5,2,19,13,8
"1701",1701,1,1,89,2,1
"1702",1702,2,2,26,8,0
"1703",1703,4,1,46,18,4
"1704",1704,5,1,48,13,1
"1705",1705,5,2,34,8,0
"1706",1706,2,2,21,13,3
"1707",1707,1,2,79,3,0
"1708",1708,1,1,79,5,3
"1709",1709,5,1,62,14,10
"1710",1710,4,1,43,13,9
"1711",1711,1,2,77,5,3
"1712",1712,5,2,60,12,4
"1713",1713,5,1,54,20,2
"1714",1714,5,2,51,NA,5
"1715",1715,5,2,39,15,3
"1716",1716,5,1,52,12,2
"1717",1717,5,1,61,8,5
"1718",1718,5,1,29,13,8
"1719",1719,5,1,53,18,6
"1720",1720,1,2,74,8,6
"1721",1721,5,2,19,13,5
"1722",1722,5,1,33,8,6
"1723",1723,5,2,66,18,4
"1724",1724,1,2,72,5,0
"1725",1725,5,2,20,15,0
"1726",1726,5,1,73,8,8
"1727",1727,5,2,52,13,6
"1728",1728,5,2,19,12,6
"1729",1729,3,1,69,8,3
"1730",1730,1,2,50,10,4
"1731",1731,3,2,25,8,3
"1732",1732,1,1,81,8,2
"1733",1733,5,2,58,13,7
"1734",1734,5,1,41,13,8
"1735",1735,3,2,56,10,3
"1736",1736,4,1,62,14,7
"1737",1737,5,2,17,12,1
"1738",1738,5,1,69,8,1
"1739",1739,1,2,86,5,6
"1740",1740,5,1,41,13,5
"1741",1741,5,1,56,13,0
"1742",1742,5,2,34,13,5
"1743",1743,5,2,21,16,4
